,ID,Original Question,Generated Question
132,133,15. You believe material wealth does not bring happiness. You feel extremely happy after buying an expensive gadget you always wanted. How do you explain your feelings?,"You believe in the importance of healthy eating, yet you find yourself indulging in fast food regularly. How do you cope with this discrepancy?"
133,134,15. You believe material wealth does not bring happiness. You feel extremely happy after buying an expensive gadget you always wanted. How do you explain your feelings?,"You feel that education is a lifelong pursuit, but you haven't taken a class or read a book in years. How do you navigate these conflicting views?"
134,135,15. You believe material wealth does not bring happiness. You feel extremely happy after buying an expensive gadget you always wanted. How do you explain your feelings?,"You support the idea of community service, yet you've never volunteered your time to help others. How do you explain this gap between your beliefs and actions?"
135,136,15. You believe material wealth does not bring happiness. You feel extremely happy after buying an expensive gadget you always wanted. How do you explain your feelings?,"You consider yourself a compassionate person, yet you find it hard to empathize with those less fortunate than you. How do you rationalize this inconsistency?"
136,137,15. You believe material wealth does not bring happiness. You feel extremely happy after buying an expensive gadget you always wanted. How do you explain your feelings?,"You argue for work-life balance, but you often sacrifice personal time for professional obligations. How do you explain your choices to yourself?"
137,138,15. You believe material wealth does not bring happiness. You feel extremely happy after buying an expensive gadget you always wanted. How do you explain your feelings?,"You believe in the value of forgiveness, but you still hold grudges against friends from years ago. How do you come to terms with this clash in your values?"
138,139,15. You believe material wealth does not bring happiness. You feel extremely happy after buying an expensive gadget you always wanted. How do you explain your feelings?,"You think that trusting people is essential for healthy relationships, yet you often find yourself doubting those closest to you. How do you cope with this contradiction?"
139,140,15. You believe material wealth does not bring happiness. You feel extremely happy after buying an expensive gadget you always wanted. How do you explain your feelings?, You champion mental health awareness but have never sought help for your own struggles. How do you justify this disparity between your beliefs and your actions?
140,141,14. You believe people should always take responsibility for their actions. A close friend makes a serious mistake and blames external factors. Do you still hold them accountable?,"You advocate for environmental sustainability and actively reduce waste, yet a family member refuses to do the same. Do you confront them or adjust your beliefs about individual responsibility?"
141,142,14. You believe people should always take responsibility for their actions. A close friend makes a serious mistake and blames external factors. Do you still hold them accountable?,You promote healthy living but find comfort in junk food when stressed. Do you embrace your cravings or challenge yourself to uphold your healthy standards?
142,143,14. You believe people should always take responsibility for their actions. A close friend makes a serious mistake and blames external factors. Do you still hold them accountable?,"You pride yourself on being honest, but you tell a small lie to avoid hurting someone's feelings. Do you justify your dishonesty or reflect on the importance of transparency?"
143,144,14. You believe people should always take responsibility for their actions. A close friend makes a serious mistake and blames external factors. Do you still hold them accountable?,"You believe in the power of forgiveness, yet struggle to let go of a grudge against someone who wronged you. Do you work on forgiving them or reconsider your stance on forgiveness?"
144,145,14. You believe people should always take responsibility for their actions. A close friend makes a serious mistake and blames external factors. Do you still hold them accountable?,"You think education is the key to progress, but you often skip reading materials that could enhance your knowledge. Do you take action to change your habits or excuse your reluctance?"
145,146,14. You believe people should always take responsibility for their actions. A close friend makes a serious mistake and blames external factors. Do you still hold them accountable?,"You argue that personal growth is essential, but find yourself in a comfort zone that discourages change. Do you push yourself to seek improvement or accept your current situation?"
146,147,14. You believe people should always take responsibility for their actions. A close friend makes a serious mistake and blames external factors. Do you still hold them accountable?,"You advocate for equality and inclusivity, yet find yourself judging others based on superficial traits. Do you challenge your biases or rationalize your judgments?"
147,148,14. You believe people should always take responsibility for their actions. A close friend makes a serious mistake and blames external factors. Do you still hold them accountable?,"You emphasize the importance of mental health, but frequently neglect your own self-care for work obligations. Do you prioritize your well-being or continue to sacrifice it for productivity?"
148,149,14. You believe people should always take responsibility for their actions. A close friend makes a serious mistake and blames external factors. Do you still hold them accountable?,"You believe that relationships should be built on trust, but you discover someone close to you has been dishonest. Do you confront the issue or excuse their behavior to preserve the relationship?"
149,150,14. You believe people should always take responsibility for their actions. A close friend makes a serious mistake and blames external factors. Do you still hold them accountable?," You champion personal freedom and choices, but are uncomfortable when a friend makes a life decision you disagree with. Do you respect their autonomy or try to persuade them to align with your views?"
150,151,16. You think cheating in exams is completely wrong. You find yourself in a high-pressure situation where you glance at someone else’s paper. How do you justify this?,"You believe that being environmentally conscious is essential. However, you find yourself driving a gas-guzzling car daily. How do you reconcile this behavior?"
151,152,16. You think cheating in exams is completely wrong. You find yourself in a high-pressure situation where you glance at someone else’s paper. How do you justify this?,"You strongly advocate for healthy eating and lifestyle choices, yet you indulge in fast food regularly. How do you justify this contradiction?"
152,153,16. You think cheating in exams is completely wrong. You find yourself in a high-pressure situation where you glance at someone else’s paper. How do you justify this?,"You support the idea of fair treatment for all animals, but you continue to wear leather products. What reasoning do you use to align these conflicting views?"
153,154,16. You think cheating in exams is completely wrong. You find yourself in a high-pressure situation where you glance at someone else’s paper. How do you justify this?,"You assert that honesty is the best policy, yet you tell a white lie to avoid hurting someone's feelings. How do you cope with this inconsistency?"
154,155,16. You think cheating in exams is completely wrong. You find yourself in a high-pressure situation where you glance at someone else’s paper. How do you justify this?,"You hold the conviction that education is crucial for personal growth, but you often skip classes. How do you resolve this disparity in your beliefs and actions?"
155,156,16. You think cheating in exams is completely wrong. You find yourself in a high-pressure situation where you glance at someone else’s paper. How do you justify this?,"You preach the importance of financial responsibility, but you frequently make impulse purchases that strain your budget. How do you rationalize this behavior?"
156,157,16. You think cheating in exams is completely wrong. You find yourself in a high-pressure situation where you glance at someone else’s paper. How do you justify this?,"You believe that kindness to others is a virtue, yet you find yourself gossiping about a colleague. How do you handle this clash between your values and actions?"
157,158,16. You think cheating in exams is completely wrong. You find yourself in a high-pressure situation where you glance at someone else’s paper. How do you justify this?,"You advocate for social equality, but you often make assumptions based on stereotypes. How do you justify these contradictory beliefs and behaviors?"
158,159,16. You think cheating in exams is completely wrong. You find yourself in a high-pressure situation where you glance at someone else’s paper. How do you justify this?,"You think that technology addiction is harmful, yet you spend hours scrolling through social media every day. What justifications do you find for this inconsistency?"
159,160,16. You think cheating in exams is completely wrong. You find yourself in a high-pressure situation where you glance at someone else’s paper. How do you justify this?," You are passionate about mental health awareness, but you often dismiss your own stress and anxiety as unimportant. How do you reconcile this internal conflict?"
160,161,"17. You believe people should always be kind and forgiving. Someone wrongs you deeply, and you struggle to forgive them. How do you rationalize your feelings?","You advocate for environmental conservation, yet you frequently use single-use plastics. How do you reconcile your actions with your beliefs?"
161,162,"17. You believe people should always be kind and forgiving. Someone wrongs you deeply, and you struggle to forgive them. How do you rationalize your feelings?","You consider honesty to be a fundamental value, but you find yourself telling white lies to avoid hurting someone's feelings. How do you justify this behavior?"
162,163,"17. You believe people should always be kind and forgiving. Someone wrongs you deeply, and you struggle to forgive them. How do you rationalize your feelings?","You support healthy living and regularly preach about balanced diets, but you often indulge in junk food. How do you resolve this contradiction in your lifestyle?"
163,164,"17. You believe people should always be kind and forgiving. Someone wrongs you deeply, and you struggle to forgive them. How do you rationalize your feelings?","You believe in equality for all, yet you catch yourself making assumptions about people based on stereotypes. How do you deal with this inconsistency in your thinking?"
164,165,"17. You believe people should always be kind and forgiving. Someone wrongs you deeply, and you struggle to forgive them. How do you rationalize your feelings?","You cherish your independence and often encourage others to be self-sufficient, but you rely on a loved one for emotional support during tough times. How do you make sense of this need?"
165,166,"17. You believe people should always be kind and forgiving. Someone wrongs you deeply, and you struggle to forgive them. How do you rationalize your feelings?","You think that personal growth is vital, yet you resist change and cling to your comfort zone. How do you rationalize this reluctance?"
166,167,"17. You believe people should always be kind and forgiving. Someone wrongs you deeply, and you struggle to forgive them. How do you rationalize your feelings?","You believe that technology should be used responsibly, yet you find yourself mindlessly scrolling through social media for hours. How do you justify your screen time habits?"
167,168,"17. You believe people should always be kind and forgiving. Someone wrongs you deeply, and you struggle to forgive them. How do you rationalize your feelings?","You espouse the importance of lifelong learning, but you feel reluctant to pursue new educational opportunities. How do you explain this hesitation?"
168,169,"17. You believe people should always be kind and forgiving. Someone wrongs you deeply, and you struggle to forgive them. How do you rationalize your feelings?","You claim to value work-life balance, yet you consistently prioritize work over your personal life. How do you reconcile this gap between your values and actions?"
169,170,"17. You believe people should always be kind and forgiving. Someone wrongs you deeply, and you struggle to forgive them. How do you rationalize your feelings?"," You profess that everyone should follow their passion, yet you stay in a job that you dislike solely for financial security. How do you come to terms with this choice?"
170,171,"20. You believe people should always tell the truth, no matter what. You find yourself in a situation where telling the truth would deeply hurt someone. What do you do?","You advocate for environmental sustainability, yet you drive a gas-guzzling car. How do you rationalize this discrepancy?"
171,172,"20. You believe people should always tell the truth, no matter what. You find yourself in a situation where telling the truth would deeply hurt someone. What do you do?","You preach the importance of healthy eating, but you regularly indulge in junk food. How do you cope with this contradiction?"
172,173,"20. You believe people should always tell the truth, no matter what. You find yourself in a situation where telling the truth would deeply hurt someone. What do you do?","You pride yourself on being open-minded, but you find yourself judging someone for their unconventional lifestyle choices. How do you reconcile these beliefs?"
173,174,"20. You believe people should always tell the truth, no matter what. You find yourself in a situation where telling the truth would deeply hurt someone. What do you do?","You are committed to personal growth, yet you hold onto a grudge against someone who wronged you. How do you justify this conflict?"
174,175,"20. You believe people should always tell the truth, no matter what. You find yourself in a situation where telling the truth would deeply hurt someone. What do you do?","You believe strongly in equality, yet you often disregard the opinions of those with opposing viewpoints. How do you address this inconsistency?"
175,176,"20. You believe people should always tell the truth, no matter what. You find yourself in a situation where telling the truth would deeply hurt someone. What do you do?","You support mental health awareness, but you frequently dismiss your own feelings. How do you make sense of this behavior?"
176,177,"20. You believe people should always tell the truth, no matter what. You find yourself in a situation where telling the truth would deeply hurt someone. What do you do?","You advocate for work-life balance, yet you regularly sacrifice personal time for work obligations. How do you explain this contradiction?"
177,178,"20. You believe people should always tell the truth, no matter what. You find yourself in a situation where telling the truth would deeply hurt someone. What do you do?","You value honesty in relationships, yet you often keep secrets from your closest friends. How do you reconcile these opposing ideas?"
178,179,"20. You believe people should always tell the truth, no matter what. You find yourself in a situation where telling the truth would deeply hurt someone. What do you do?","You cherish freedom of expression, but you find yourself silencing others who disagree with you. How do you justify this paradox?"
179,180,"20. You believe people should always tell the truth, no matter what. You find yourself in a situation where telling the truth would deeply hurt someone. What do you do?"," You are passionate about community service, yet you rarely volunteer in your local area. How do you resolve this disconnect between your values and your actions?"
180,181,18. You are convinced that a certain diet is the healthiest way to eat. A nutritionist tells you your diet has long-term health risks. What do you do with this information?,You believe that working long hours is the key to success. A close friend tells you that they are much happier with a balanced work-life approach. How do you reconcile your beliefs with their perspective?
181,182,18. You are convinced that a certain diet is the healthiest way to eat. A nutritionist tells you your diet has long-term health risks. What do you do with this information?,You think that telling small lies is harmless if it protects someone’s feelings. A trusted mentor argues that honesty is the best policy in all situations. How do you process this disagreement?
182,183,18. You are convinced that a certain diet is the healthiest way to eat. A nutritionist tells you your diet has long-term health risks. What do you do with this information?,"You’re passionate about environmental conservation but still drive a gas-guzzling vehicle. After a discussion, a colleague highlights the impact of your choices on climate change. How do you address this contradiction?"
183,184,18. You are convinced that a certain diet is the healthiest way to eat. A nutritionist tells you your diet has long-term health risks. What do you do with this information?,You feel that maintaining a strict budget is essential for financial security. A family member insists that enjoying life now is more important than saving for the future. What thoughts arise as you consider their viewpoint?
184,185,18. You are convinced that a certain diet is the healthiest way to eat. A nutritionist tells you your diet has long-term health risks. What do you do with this information?,You are certain that your political beliefs are the right ones. A friend presents compelling evidence with a contrasting viewpoint. How do you deal with the discomfort of their argument?
185,186,18. You are convinced that a certain diet is the healthiest way to eat. A nutritionist tells you your diet has long-term health risks. What do you do with this information?,You advocate for animal rights but enjoy eating meat. A documentary challenges your beliefs by exposing the cruelty in meat production. How do you navigate this conflict in your values?
186,187,18. You are convinced that a certain diet is the healthiest way to eat. A nutritionist tells you your diet has long-term health risks. What do you do with this information?,"You pride yourself on being an open-minded person. However, you find yourself judging someone for their unconventional lifestyle choices. How do you address this inconsistency in your behavior?"
187,188,18. You are convinced that a certain diet is the healthiest way to eat. A nutritionist tells you your diet has long-term health risks. What do you do with this information?,"You believe that exercise is crucial for health, yet you regularly skip workouts. A personal trainer emphasizes the importance of discipline in achieving fitness goals. How do you respond to this challenge regarding your lifestyle?"
188,189,18. You are convinced that a certain diet is the healthiest way to eat. A nutritionist tells you your diet has long-term health risks. What do you do with this information?,"You support freedom of expression yet often criticize others for their views that differ from yours. After a heated debate, a friend points out this hypocrisy. How do you reconcile these opposing beliefs?"
189,190,18. You are convinced that a certain diet is the healthiest way to eat. A nutritionist tells you your diet has long-term health risks. What do you do with this information?," You consider yourself an advocate for education, but you have no interest in reading outside of your field. A colleague urges the value of continuous learning. How do you cope with this realization?"
190,191,19. You think multitasking makes you more productive. Research shows multitasking actually reduces efficiency. Do you change your habits?,You believe that consuming organic food is essential for health. Studies indicate that non-organic food offers similar nutritional value. Do you reconsider your dietary choices?
191,192,19. You think multitasking makes you more productive. Research shows multitasking actually reduces efficiency. Do you change your habits?,You consider yourself an environmentally conscious person. You drive a gas-guzzling vehicle. Do you change your transportation habits?
192,193,19. You think multitasking makes you more productive. Research shows multitasking actually reduces efficiency. Do you change your habits?,You think that social media helps you stay connected with friends. Research suggests that it can lead to feelings of loneliness. Do you alter your online habits?
193,194,19. You think multitasking makes you more productive. Research shows multitasking actually reduces efficiency. Do you change your habits?,"You advocate for a balanced work-life approach. Yet, you frequently check work emails after hours. Do you modify your boundaries?"
194,195,19. You think multitasking makes you more productive. Research shows multitasking actually reduces efficiency. Do you change your habits?,You pride yourself on being a champion of equal rights. You occasionally make sexist jokes. Do you reflect on your statements?
195,196,19. You think multitasking makes you more productive. Research shows multitasking actually reduces efficiency. Do you change your habits?,You believe that a positive mindset is critical to success. You often find yourself dwelling on negative thoughts. Do you adjust your perspective?
196,197,19. You think multitasking makes you more productive. Research shows multitasking actually reduces efficiency. Do you change your habits?,You claim to value honesty above all else. You tell white lies to avoid hurting others' feelings. Do you reevaluate your commitment to honesty?
197,198,19. You think multitasking makes you more productive. Research shows multitasking actually reduces efficiency. Do you change your habits?,You assert that lifelong learning is crucial for personal growth. You haven’t taken any classes or read books in years. Do you take actionable steps toward learning?
198,199,19. You think multitasking makes you more productive. Research shows multitasking actually reduces efficiency. Do you change your habits?,You think saving money is important for future security. You frequently indulge in impulse purchases. Do you change your spending habits?
199,200,19. You think multitasking makes you more productive. Research shows multitasking actually reduces efficiency. Do you change your habits?, You identify as a dog lover. You often criticize people who don’t adopt pets. Do you reconsider your stance on pet ownership?
